gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.0,"0.3723149001598358,0.41581442952156067,-6.07683574571638e-08","0.36864370107650757,0.38216593861579895,0.004225217737257481","0.37231725454330444,0.3487119674682617,0.0013946514809504151","0.3825829327106476,0.325501412153244,-0.0027996001299470663","0.3894718885421753,0.3242626190185547,-0.006413045339286327","0.35256195068359375,0.33861109614372253,-0.0029413022566586733","0.37222766876220703,0.31628647446632385,-0.005402191076427698","0.3783479928970337,0.33069926500320435,-0.005676275584846735","0.37744995951652527,0.340667724609375,-0.006369088776409626","0.35800620913505554,0.34252962470054626,-0.008468817919492722","0.38320818543434143,0.32968488335609436,-0.009756856597959995","0.3856082260608673,0.34759312868118286,-0.008731630630791187","0.380277156829834,0.3565060794353485,-0.008999854326248169","0.36631080508232117,0.34895357489585876,-0.013484380207955837","0.3902556598186493,0.34024059772491455,-0.013268835842609406","0.39012694358825684,0.35726362466812134,-0.011318082921206951","0.38354089856147766,0.3641674220561981,-0.011463119648396969","0.3762689530849457,0.3555176258087158,-0.0184088796377182","0.3945414125919342,0.35106053948402405,-0.016521958634257317","0.3943636119365692,0.3652864992618561,-0.014360923320055008","0.3891357481479645,0.37147217988967896,-0.013909699395298958"
0.0,"0.36912021040916443,0.4093590974807739,-4.814423704146975e-08","0.38189566135406494,0.3739607632160187,0.0003026904887519777","0.386090487241745,0.34818363189697266,-0.002649332396686077","0.3899514675140381,0.32903575897216797,-0.006774539593607187","0.38732561469078064,0.317247211933136,-0.00946638360619545","0.3515525162220001,0.32779914140701294,8.565346797695383e-05","0.37172049283981323,0.3088640570640564,-0.006455215625464916","0.3768898844718933,0.32492032647132874,-0.009863920509815216","0.37349626421928406,0.3330404758453369,-0.011941126547753811","0.3497229218482971,0.33233416080474854,-0.003911876585334539","0.3767620623111725,0.31888481974601746,-0.01019651535898447","0.3799208700656891,0.3388291895389557,-0.011384127661585808","0.3732442259788513,0.3437885642051697,-0.011739770881831646","0.3525208532810211,0.3405645787715912,-0.008553514257073402","0.3795665502548218,0.3320852816104889,-0.01392860896885395","0.38095682859420776,0.35175690054893494,-0.012964573688805103","0.37366077303886414,0.3563019335269928,-0.012112675234675407","0.35866567492485046,0.34946107864379883,-0.013428261503577232","0.38119763135910034,0.34745192527770996,-0.0162249356508255","0.38214755058288574,0.3625924289226532,-0.01582428254187107","0.37631845474243164,0.36723068356513977,-0.015447079204022884"
0.0,"0.36337852478027344,0.4029250741004944,-8.549343988306646e-08","0.37790200114250183,0.37344789505004883,-0.004285734612494707","0.38429534435272217,0.3451564311981201,-0.00840361975133419","0.3854917585849762,0.32246488332748413,-0.012797675095498562","0.37748217582702637,0.31435683369636536,-0.015375440008938313","0.35394492745399475,0.3154013752937317,-0.0008976865210570395","0.3718753457069397,0.30366066098213196,-0.010013312101364136","0.3766721785068512,0.3248036205768585,-0.015124150551855564","0.372728556394577,0.33292490243911743,-0.017842035740613937","0.3476945757865906,0.31961995363235474,-0.002921719802543521","0.3710618019104004,0.31452345848083496,-0.011525007896125317","0.375347763299942,0.3384048044681549,-0.013511125929653645","0.3696776330471039,0.3425164520740509,-0.013557973317801952","0.3454533815383911,0.32882723212242126,-0.006352383643388748","0.36935025453567505,0.3286377489566803,-0.014096210710704327","0.3724100589752197,0.3484015166759491,-0.01296984776854515","0.36612802743911743,0.351000040769577,-0.01093672402203083","0.34641754627227783,0.34015828371047974,-0.010450643487274647","0.366797536611557,0.3418920636177063,-0.014619546011090279","0.36857250332832336,0.3559684157371521,-0.014045233838260174","0.36272042989730835,0.3598226010799408,-0.012741005048155785"
0.0,"0.35981154441833496,0.3955836892127991,-8.414816932145186e-08","0.3744361102581024,0.37160369753837585,-0.004538767505437136","0.3823116719722748,0.34291476011276245,-0.008235352113842964","0.383027046918869,0.3192911446094513,-0.012171684764325619","0.37421900033950806,0.313338041305542,-0.014604993164539337","0.3566165268421173,0.3094119727611542,-0.001325983670540154","0.3706691265106201,0.29848599433898926,-0.010326535440981388","0.37575775384902954,0.32017165422439575,-0.015490811318159103","0.3731996715068817,0.32930314540863037,-0.018100373446941376","0.3487650454044342,0.31281548738479614,-0.0029676356352865696","0.3672930896282196,0.309713214635849,-0.011372572742402554","0.37150582671165466,0.33418911695480347,-0.013438326306641102","0.36663198471069336,0.3396356701850891,-0.013440528884530067","0.3439905345439911,0.3221976161003113,-0.0059931594878435135","0.36404892802238464,0.32441702485084534,-0.01408684067428112","0.3670264184474945,0.34559181332588196,-0.013195523992180824","0.36149609088897705,0.3493267297744751,-0.011062784120440483","0.3417368233203888,0.3343828320503235,-0.009581990540027618","0.35991930961608887,0.3376466929912567,-0.014056047424674034","0.36188724637031555,0.35259386897087097,-0.013274010270833969","0.35680481791496277,0.3570140600204468,-0.011637642979621887"
0.0,"0.34661346673965454,0.38144081830978394,-7.728189643785299e-08","0.3604908883571625,0.3564816117286682,-0.004812173545360565","0.37020882964134216,0.3247351348400116,-0.00795934908092022","0.3696228563785553,0.30042099952697754,-0.011122191324830055","0.35863351821899414,0.2946988046169281,-0.01262558251619339","0.35390856862068176,0.290101021528244,0.0007633036002516747","0.3634260296821594,0.28273633122444153,-0.006447829771786928","0.36462873220443726,0.30633583664894104,-0.01097720954567194","0.3596360981464386,0.31117457151412964,-0.01391130406409502","0.3433172106742859,0.2907928228378296,-0.0004060139472130686","0.35464367270469666,0.29098570346832275,-0.006466547958552837","0.35759827494621277,0.3149767816066742,-0.008015567436814308","0.35273006558418274,0.3138662576675415,-0.008445962332189083","0.3350430130958557,0.2997414469718933,-0.003020690521225333","0.3475315272808075,0.30216681957244873,-0.009087477810680866","0.3502572476863861,0.32445675134658813,-0.006426154635846615","0.3443208336830139,0.32529276609420776,-0.003950216341763735","0.3286307454109192,0.31226515769958496,-0.006397339981049299","0.34097597002983093,0.31614863872528076,-0.010131285525858402","0.34308871626853943,0.33091020584106445,-0.00838375836610794","0.33747291564941406,0.33234983682632446,-0.006370538379997015"
0.0,"0.3360041379928589,0.3608260750770569,-5.493488686170167e-08","0.3500126004219055,0.33978429436683655,-0.00654418021440506","0.3606795370578766,0.3116534650325775,-0.010215666145086288","0.3580571711063385,0.2860112488269806,-0.01381230540573597","0.3466402292251587,0.27582913637161255,-0.015765180811285973","0.35084280371665955,0.28118011355400085,-0.0005983636947348714","0.3544575273990631,0.2643289566040039,-0.007996033877134323","0.35555240511894226,0.2883158326148987,-0.011226760223507881","0.35274171829223633,0.2947764992713928,-0.012573466636240482","0.33971163630485535,0.28212296962738037,-0.0006253061001189053","0.3433801233768463,0.2696627378463745,-0.007094510830938816","0.34682703018188477,0.2979544997215271,-0.0071259462274611","0.34405624866485596,0.2974098324775696,-0.005740733817219734","0.33018457889556885,0.28839927911758423,-0.0023083905689418316","0.3337618410587311,0.2798851430416107,-0.00936917494982481","0.3380557894706726,0.3049022853374481,-0.005171655677258968","0.3348613381385803,0.3064478635787964,-0.0009131417609751225","0.32062461972236633,0.29777055978775024,-0.0046822004951536655","0.32603272795677185,0.29359170794487,-0.00855256523936987","0.3303011953830719,0.3098333477973938,-0.005020552314817905","0.3279266059398651,0.31244027614593506,-0.001331055536866188"
0.0,"0.32665765285491943,0.341776967048645,-5.463463992327888e-08","0.34070783853530884,0.3247852325439453,-0.007086524274200201","0.3505776524543762,0.2980254590511322,-0.009899879805743694","0.34801727533340454,0.27113956212997437,-0.012419642880558968","0.336904376745224,0.26080504059791565,-0.01313002873212099","0.3450784981250763,0.2722087502479553,0.000541440793313086","0.346835732460022,0.24937747418880463,-0.007119907531887293","0.34634143114089966,0.2727654278278351,-0.010654190555214882","0.34513792395591736,0.28113043308258057,-0.01180731225758791","0.3346725404262543,0.2727775573730469,0.0010226534213870764","0.33516594767570496,0.2552148103713989,-0.0067991167306900024","0.3368465006351471,0.28304174542427063,-0.007815442979335785","0.3362216055393219,0.28629353642463684,-0.006343336310237646","0.3247069716453552,0.278016597032547,-0.0002778776688501239","0.3251528739929199,0.2659749388694763,-0.008794855326414108","0.3281185030937195,0.29043740034103394,-0.005729935597628355","0.3272855579853058,0.29312020540237427,-0.001263718819245696","0.3144535720348358,0.2849206030368805,-0.002158219926059246","0.31682345271110535,0.27618932723999023,-0.006125868763774633","0.3201681971549988,0.2923360764980316,-0.0024474365636706352","0.3193485140800476,0.29633837938308716,0.0016910287085920572"
0.0,"0.3203379511833191,0.32505229115486145,-5.065724195674193e-08","0.33395275473594666,0.30962738394737244,-0.006170682609081268","0.3425551950931549,0.2851960062980652,-0.008940018713474274","0.33871573209762573,0.2610836327075958,-0.01129093673080206","0.3279637098312378,0.2503708302974701,-0.01212141290307045","0.34037771821022034,0.25614383816719055,-0.0019199795788154006","0.3394536077976227,0.23733851313591003,-0.008659511804580688","0.3389397859573364,0.25899437069892883,-0.011905544437468052","0.33984440565109253,0.2664264738559723,-0.013390825130045414","0.3292507529258728,0.2566184997558594,-0.0018573934212327003","0.32784560322761536,0.241270512342453,-0.008906740695238113","0.32908153533935547,0.26717978715896606,-0.009748890995979309","0.32937824726104736,0.2711716592311859,-0.008802831172943115","0.3187125623226166,0.26176726818084717,-0.00310934497974813","0.31763148307800293,0.2515724003314972,-0.01075253076851368","0.3203323483467102,0.27452996373176575,-0.007802879437804222","0.32046863436698914,0.27771759033203125,-0.004067954607307911","0.30827227234840393,0.2690059542655945,-0.004836170468479395","0.30933064222335815,0.26199063658714294,-0.008739246986806393","0.3124616742134094,0.27732741832733154,-0.005496423225849867","0.3125278949737549,0.28069019317626953,-0.0020134388469159603"
0.0,"0.31333890557289124,0.3117600977420807,-5.7397222974486795e-08","0.3259167969226837,0.29873210191726685,-0.008483636192977428","0.3341543972492218,0.27535781264305115,-0.011879514902830124","0.32868456840515137,0.2507798671722412,-0.01423223502933979","0.31971630454063416,0.23780058324337006,-0.014615442603826523","0.33565664291381836,0.24282194674015045,-0.002359928097575903","0.3319386839866638,0.22632834315299988,-0.011272597126662731","0.3316040337085724,0.24634377658367157,-0.015920134261250496","0.33335691690444946,0.2543710470199585,-0.01770796626806259","0.3244549334049225,0.24148547649383545,-0.0012543097836896777","0.3203835189342499,0.22921812534332275,-0.010045393370091915","0.32163846492767334,0.2548464834690094,-0.01148582249879837","0.32321053743362427,0.258280873298645,-0.010286363773047924","0.3140711784362793,0.24481262266635895,-0.0020174921955913305","0.31033098697662354,0.23759505152702332,-0.011510920710861683","0.31267625093460083,0.2612244188785553,-0.00910384114831686","0.3143656849861145,0.2632862627506256,-0.005047779995948076","0.3037583529949188,0.251468688249588,-0.0034744522999972105","0.3025158941745758,0.24670270085334778,-0.008837731555104256","0.3049197494983673,0.26310646533966064,-0.00638235080987215","0.3061670958995819,0.26522505283355713,-0.002890578703954816"
0.0,"0.3096897006034851,0.30548095703125,-6.600836854886438e-08","0.32205235958099365,0.2911228537559509,-0.007646857760846615","0.3294743299484253,0.26828137040138245,-0.010235336609184742","0.3244872987270355,0.24557901918888092,-0.012108450755476952","0.31627917289733887,0.23245535790920258,-0.01215860154479742","0.33349812030792236,0.2415417730808258,-0.00031653910991735756","0.33283138275146484,0.22447587549686432,-0.008920357562601566","0.3296652138233185,0.23709946870803833,-0.013504090718925","0.3283076286315918,0.24179907143115997,-0.015285931527614594","0.322795033454895,0.2379969358444214,0.00041283585596829653","0.31873393058776855,0.22453966736793518,-0.008423712104558945","0.31823575496673584,0.24805790185928345,-0.010006898082792759","0.319987416267395,0.2513808608055115,-0.008751200512051582","0.3124842643737793,0.23941755294799805,-0.0007849736139178276","0.3079747259616852,0.23116672039031982,-0.010483387857675552","0.3089234530925751,0.25354546308517456,-0.00844897422939539","0.31086429953575134,0.25574439764022827,-0.0044183251447975636","0.30185049772262573,0.2444084882736206,-0.002615307690575719","0.29961660504341125,0.2378096580505371,-0.007977016270160675","0.3012275695800781,0.2537296712398529,-0.005504253786057234","0.30296704173088074,0.2569904625415802,-0.0019230986945331097"
0.0,"0.3028634488582611,0.29315146803855896,-6.127209672968092e-08","0.3151613175868988,0.2811170518398285,-0.009469627402722836","0.321939080953598,0.25949496030807495,-0.013417435809969902","0.3161942958831787,0.23642177879810333,-0.016260314732789993","0.30863648653030396,0.2219315767288208,-0.01703316532075405","0.3300943076610565,0.22746819257736206,-0.0023770593106746674","0.32450541853904724,0.21408438682556152,-0.01226585078984499","0.3206466734409332,0.23040229082107544,-0.017697608098387718","0.32078951597213745,0.23632672429084778,-0.0199558287858963","0.31857389211654663,0.22323234379291534,-0.0011708593228831887","0.3112489879131317,0.21322068572044373,-0.011565475724637508","0.3104942739009857,0.2380773276090622,-0.013669903390109539","0.31368985772132874,0.24158823490142822,-0.012450546957552433","0.30784544348716736,0.2243718057870865,-0.0020657817367464304","0.3007575273513794,0.21941162645816803,-0.012964673340320587","0.3014488220214844,0.24281278252601624,-0.01112041063606739","0.3049572706222534,0.24521979689598083,-0.0069211069494485855","0.2976134717464447,0.2294653207063675,-0.003786614863201976","0.2931969463825226,0.2260391116142273,-0.010259515605866909","0.2943906784057617,0.24241997301578522,-0.00842224806547165","0.2974379062652588,0.24521063268184662,-0.00494727585464716"
